title,price,description,in_stock,image_link
Смартфон HUAWEI Nova 8i Neumann-L21D NEN-LX1 Interstellar Blue,34 590 сом,"Операционная система: EMUI 11.0.1 (на базе Android Q)  / Количество SIM-карт: 2  / Диагональ дисплея: 6,67″ - 16,94 см  / Объем встроенной памяти: 128 GB  / Основная камера: 64 Mpx + 8 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 16 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3338_8_1.jpg
Смартфон Xiaomi Redmi 10 4/64GB Sea Blue,14 590 сом,"Операционная система: Android 11  / Количество SIM-карт: 2  / Диагональ дисплея: 6,55″ - 16,64 см  / Объем встроенной памяти: 64 GB  / Основная камера: 50 Mpx + 8 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Нет ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_3113_8_1.jpg
Смартфон Vivo Y12 Aqua blue,13 690 сом,"Операционная система: Android 9.0  / Количество SIM-карт: 2  / Диагональ дисплея: 6,35″ - 16,12 см  / Объем встроенной памяти: 64 GB  / Основная камера: 13 Mpx + 8 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Нет ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_2215_0_1.jpg
Нет названия,Нет цены,Нет описания,Нет в наличии,Нет картинки
Смартфон HUAWEI Y5P Mint Green,10 890 сом,"Операционная система: Android 10  / Количество SIM-карт: 2  / Диагональ дисплея: 5,45″ - 13,84 см  / Объем встроенной памяти: 32 GB  / Основная камера: 8 Mpx  / Фронтальная камера: 5 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_2474_0.jpg
Смартфон Vivo X60 Pro Blue,67 290 сом,"Операционная система: Android 11  / Количество SIM-карт: 2  / Диагональ дисплея: 6,56″ - 16,66 см  / Объем встроенной памяти: 256 GB  / Основная камера: 48 Mpx + 13 Mpx + 13 Mpx  / Фронтальная камера: 32 Mpx  / NFC: Нет ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_2937_3_6.png
Смартфон Vivo V21e 8/128GB Roman Black,27 290 сом,"Операционная система: Funtouch OS 11.1  / Количество SIM-карт: 2  / Диагональ дисплея: 6,44″ - 16,35 см  / Объем встроенной памяти: 128 GB  / Основная камера: 64 Mpx + 8 Mpx + 2 Mpx  / Фронтальная камера: 44 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3023_0_6.png
Смартфон Apple iPhone 13 4/128GB Green,81 890 сом,"Операционная система: iOS 15  / Количество SIM-карт: 1  / Диагональ дисплея: 6,1″ - 15,49 см  / Объем встроенной памяти: 128 GB  / Основная камера: 12 Mpx + 12 Mpx  / Фронтальная камера: 12 Mpx  / NFC: Да ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_3479_0_6.png
Смартфон HUAWEI Y5 2019 32GB Saphire Blue,10 790 сом,"Операционная система: Android 9.0  / Количество SIM-карт: 2  / Диагональ дисплея: 5,71″ - 14,5 см  / Объем встроенной памяти: 32 GB  / Основная камера: 13 Mpx  / Фронтальная камера: 5 Mpx  / NFC: Нет ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_1938_0_1.jpg
Смартфон Xiaomi Redmi Note 10S 6/64GB Ocean Blue,19 990 сом,"Операционная система: MIUI 12.5 (на базе Android 11)  / Количество SIM-карт: 2  / Диагональ дисплея: 6,4″ - 16,25 см  / Объем встроенной памяти: 64 GB  / Основная камера: 64 Mpx + 8 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 13 Mpx  / NFC: Нет ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_3004_5_6.png
Смартфон Realme C11 2/32GB 2021 Grey,9 990 сом,"Операционная система: Realme UI 2.0 (на базе Android 11)  / Количество SIM-карт: 2  / Диагональ дисплея: 6,53″ - 16,59 см  / Объем встроенной памяти: 32 GB  / Основная камера: 8 Mpx  / Фронтальная камера: 5 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3037_3_6.png
Смартфон Xiaomi Redmi Note 11 Pro 5G 6/64GB Polar White,29 090 сом,"Операционная система: MIUI 13  / Количество SIM-карт: 2  / Диагональ дисплея: 6,67″ - 16,94 см  / Объем встроенной памяти: 64 GB  / Основная камера: 108 Mpx + 8 Mpx + 2 Mpx  / Фронтальная камера: 16 Mpx  / NFC: Да ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_3540_0_1.jpg
Смартфон Vivo Y31 4/128GB Ocean Blue,19 990 сом,"Операционная система: Funtouch OS 11.1  / Количество SIM-карт: 2  / Диагональ дисплея: 6,59″ - 16,74 см  / Объем встроенной памяти: 128 GB  / Основная камера: 48 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Нет ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_2829_6_1.jpg
Смартфон Apple iPhone 13 4/256GB Blue,94 590 сом,"Операционная система: iOS 15  / Количество SIM-карт: 1  / Диагональ дисплея: 6,1″ - 15,49 см  / Объем встроенной памяти: 256 GB  / Основная камера: 12 Mpx + 12 Mpx  / Фронтальная камера: 12 Mpx  / NFC: Да ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_3132_4_1.jpg
Смартфон ОРРО A53 64GB Fancy Blue,16 390 сом,"Операционная система: ColorOS 7.2 на базе Android 10  / Количество SIM-карт: 2  / Диагональ дисплея: 6,5″ - 16,51 см  / Объем встроенной памяти: 64 GB  / Основная камера: 13 Mpx + 2Mpx + 2Mpx  / Фронтальная камера: 8 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_2666_3_1.jpg
Смартфон HUAWEI Y6S 64GB Starry Black,13 790 сом,"Операционная система: Android 9.0  / Количество SIM-карт: 2  / Диагональ дисплея: 6,09″ - 15,46 см  / Объем встроенной памяти: 64 GB  / Основная камера: 13 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_2320_1.png
Смартфон ОРРО A54 4/64GB Crystal Black,19 990 сом,"Операционная система: ColorOS 7.2 на базе Android 10  / Количество SIM-карт: 2  / Диагональ дисплея: 6,5″ - 16,51 см  / Объем встроенной памяти: 64 GB  / Основная камера: 13 Mpx + 2Mpx + 2Mpx  / Фронтальная камера: 16 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3031_5_1.jpg
Смартфон Apple iPhone SE 64GB 2020 White Slim Box,56 390 сом,"Операционная система: iOS 13  / Количество SIM-карт: 1  / Диагональ дисплея: 4,7″ - 11,93 см  / Объем встроенной памяти: 64 GB  / Основная камера: 12 Mpx  / Фронтальная камера: 7 Mpx  / NFC: Да ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_2744_3_6.png
Смартфон Xiaomi 11 Lite 5G NE 6/128GB Truffle Black,32 790 сом,"Операционная система: Android  / Количество SIM-карт: 2  / Диагональ дисплея: 6,55″ - 16,64 см  / Объем встроенной памяти: 128 GB  / Основная камера: 64Mpx + 8Mpx + 5Mpx  / Фронтальная камера: 20 Mpx  / NFC: Да ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3205_0_1.jpg
Смартфон ZTE Blade A51 2/64Gb Dark Grey,8 190 сом,"Операционная система: Android 11  / Количество SIM-карт: 2  / Диагональ дисплея: 6,5″ - 16,51 см  / Объем встроенной памяти: 64 GB  / Основная камера: 13 Mpx + 2 Mpx  / Фронтальная камера: 5 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3211_0_6.png
Смартфон OPPO Reno7 8/128GB Sunset Orange,36 390 сом,"Операционная система: ColorOS 12.1 (на базе Android 12)  / Количество SIM-карт: 2  / Диагональ дисплея: 6,44″ - 16,35 см  / Объем встроенной памяти: 128 GB  / Основная камера: 64 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 32 Mpx  / NFC: Да ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3536_8_6.png
Смартфон Xiaomi Redmi Note 11 Pro 8/128GB Graphite Gray,29 090 сом,"Операционная система: MIUI 13  / Количество SIM-карт: 2  / Диагональ дисплея: 6,67″ - 16,94 см  / Объем встроенной памяти: 128 GB  / Основная камера: 108 Mpx + 8 Mpx + 2 Mpx  / Фронтальная камера: 16 Mpx  / NFC: Да ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3542_0_1.jpg
Смартфон ОРРО A15s Mystery Blue,15 490 сом,"Операционная система: Android  / Количество SIM-карт: 2  / Диагональ дисплея: 6,5″ - 16,51 см  / Объем встроенной памяти: 64 GB  / Основная камера: 13 Mpx + 2Mpx + 2Mpx  / Фронтальная камера: 8 Mpx  / NFC: Нет ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_2833_2_1.jpg
Смартфон ОРРО A15s Dynamic Black,15 490 сом,"Операционная система: Android  / Количество SIM-карт: 2  / Диагональ дисплея: 6,5″ - 16,51 см  / Объем встроенной памяти: 64 GB  / Основная камера: 13 Mpx + 2Mpx + 2Mpx  / Фронтальная камера: 8 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_2824_1_1.jpg
Смартфон ОРРО A74 4/128GB Prism Black,25 490 сом,"Операционная система: ColorOS 11.1 (на базе Android 11)  / Количество SIM-карт: 2  / Диагональ дисплея: 6,4″ - 16,25 см  / Объем встроенной памяти: 128 GB  / Основная камера: 48 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 16 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3035_3_6.png
Смартфон Vivo Y12s Nebula Blue,11 890 сом,"Операционная система: Android 10  / Количество SIM-карт: 2  / Диагональ дисплея: 6,5″ - 16,51 см  / Объем встроенной памяти: 32 GB  / Основная камера: 13 Mpx + 2 Mpx  / Фронтальная камера: 8 Мп  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_2676_2_6.png
Нет названия,Нет цены,Нет описания,Нет в наличии,Нет картинки
Смартфон HUAWEI Y5P Midnight Black,10 890 сом,"Операционная система: Android 10  / Количество SIM-карт: 2  / Диагональ дисплея: 5,45″ - 13,84 см  / Объем встроенной памяти: 32 GB  / Основная камера: 8 Mpx  / Фронтальная камера: 5 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_2472_11.jpg
Смартфон Samsung Galaxy A12 4/64GB Blue,15 490 сом,"Операционная система: Android 10  / Количество SIM-карт: 2  / Диагональ дисплея: 6,5″ - 16,51 см  / Объем встроенной памяти: 64 GB  / Основная камера: 48 Mpx + 5 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Да ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_2808_7_1.jpg
Смартфон Xiaomi Redmi Note 11 4/128GB Twilight Blue,19 990 сом,"Операционная система: Android 11  / Количество SIM-карт: 2  / Диагональ дисплея: 6,4″ - 16,25 см  / Объем встроенной памяти: 128 GB  / Основная камера: 50 Mpx + 8 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 13 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3394_4_1.jpg
Смартфон HUAWEI Y5 2019 32GB Amber Brown,10 790 сом,"Операционная система: Android 9.0  / Количество SIM-карт: 2  / Диагональ дисплея: 5,71″ - 14,5 см  / Объем встроенной памяти: 32 GB  / Основная камера: 13 Mpx  / Фронтальная камера: 5 Mpx  / NFC: Нет ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_1937_0_1.jpg
Смартфон HUAWEI Y9 Prime 2019 Midnight Black,22 890 сом,"Операционная система: Android 9.0  / Количество SIM-карт: 2  / Диагональ дисплея: 6,59″ - 16,74 см  / Объем встроенной памяти: 128 GB  / Основная камера: 16 Mpx + 8 Mpx + 2 Mpx  / Фронтальная камера: 16 Mpx  / NFC: Нет ",Есть в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_2292_1_1.jpg
Смартфон HUAWEI P Smart Z 64GB Saphire Blue,19 690 сом,"Операционная система: Android  / Количество SIM-карт: 2  / Диагональ дисплея: 6,15″ - 15,62 см  / Объем встроенной памяти: 64 GB  / Основная камера: 16 Mpx + 2 Mpx  / Фронтальная камера: 16 Mpx  / NFC: Нет ",На витрине,https://object.pscloud.io/cms/cms/Photo/img_0_77_1960_0_6.png
